cust_id,product_group,deposit_category,product_type,balance,active_flag,has_credit_card
53,Deposit,NIDDA,Checking,9224.2,Y,1
53,Deposit,IBB,Savings,5294.51,Y,1
53,Credit,N/A,Credit Card,5082.6,Y,1
53,Loan,N/A,Home Loan,0.0,N,1
53,Loan,N/A,Auto Loan,0.0,N,1
53,Loan,N/A,Personal Loan,792.91,Y,1
54,Deposit,NIDDA,Checking,3489.78,Y,1
54,Credit,N/A,Credit Card,1815.99,Y,1
54,Loan,N/A,Home Loan,0.0,N,1
54,Loan,N/A,Auto Loan,0.0,N,1
54,Loan,N/A,Personal Loan,0.0,N,1
55,Deposit,NIDDA,Checking,3120.64,Y,0
55,Credit,N/A,Credit Card,0.0,N,0
55,Loan,N/A,Home Loan,0.0,N,0
55,Loan,N/A,Auto Loan,0.0,N,0
55,Loan,N/A,Personal Loan,474.24,Y,0
56,Deposit,NIDDA,Checking,7980.38,Y,1
56,Credit,N/A,Credit Card,2118.19,Y,1
56,Loan,N/A,Home Loan,0.0,N,1
56,Loan,N/A,Auto Loan,0.0,N,1
56,Loan,N/A,Personal Loan,0.0,N,1
57,Deposit,NIDDA,Checking,8774.6,Y,0
57,Credit,N/A,Credit Card,0.0,N,0
57,Loan,N/A,Home Loan,0.0,N,0
57,Loan,N/A,Auto Loan,1382.6,Y,0
57,Loan,N/A,Personal Loan,877.89,Y,0
58,Deposit,NIDDA,Checking,12626.52,Y,1
58,Credit,N/A,Credit Card,1681.16,Y,1
58,Loan,N/A,Home Loan,0.0,N,1
58,Loan,N/A,Auto Loan,0.0,N,1
58,Loan,N/A,Personal Loan,0.0,N,1
59,Deposit,NIDDA,Checking,4749.05,Y,1
59,Deposit,IBB,Savings,2770.67,Y,1
59,Credit,N/A,Credit Card,1321.03,Y,1
59,Loan,N/A,Home Loan,0.0,N,1
59,Loan,N/A,Auto Loan,0.0,N,1
59,Loan,N/A,Personal Loan,0.0,N,1
60,Deposit,NIDDA,Checking,3734.17,Y,1
60,Credit,N/A,Credit Card,360.37,Y,1
60,Loan,N/A,Home Loan,0.0,N,1
60,Loan,N/A,Auto Loan,0.0,N,1
60,Loan,N/A,Personal Loan,0.0,N,1
61,Deposit,NIDDA,Checking,6583.42,Y,1
61,Credit,N/A,Credit Card,2418.61,Y,1
61,Loan,N/A,Home Loan,0.0,N,1
61,Loan,N/A,Auto Loan,0.0,N,1
61,Loan,N/A,Personal Loan,0.0,N,1
62,Deposit,NIDDA,Checking,2705.99,Y,1
62,Credit,N/A,Credit Card,2103.76,Y,1
62,Loan,N/A,Home Loan,0.0,N,1
62,Loan,N/A,Auto Loan,0.0,N,1
62,Loan,N/A,Personal Loan,0.0,N,1
63,Deposit,NIDDA,Checking,1560.21,Y,0
63,Credit,N/A,Credit Card,0.0,N,0
63,Loan,N/A,Home Loan,0.0,N,0
63,Loan,N/A,Auto Loan,2410.18,Y,0
63,Loan,N/A,Personal Loan,0.0,N,0
64,Deposit,NIDDA,Checking,2984.75,Y,1
64,Deposit,IBB,Savings,11423.69,Y,1
64,Credit,N/A,Credit Card,4517.39,Y,1
64,Loan,N/A,Home Loan,81372.6,Y,1
64,Loan,N/A,Auto Loan,0.0,N,1
64,Loan,N/A,Personal Loan,0.0,N,1
65,Deposit,IBB,CD Long Term,392155.61,Y,1
65,Deposit,IBB,CD Short Term,47745.82,Y,1
65,Deposit,NIDDA,Checking,3556.23,Y,1
65,Credit,N/A,Credit Card,7445.01,Y,1
65,Loan,N/A,Home Loan,0.0,N,1
65,Loan,N/A,Auto Loan,0.0,N,1
65,Loan,N/A,Personal Loan,0.0,N,1
66,Deposit,IBB,Money Market,34102.2,Y,1
66,Deposit,NIDDA,Checking,3606.41,Y,1
66,Credit,N/A,Credit Card,1036.62,Y,1
66,Loan,N/A,Home Loan,0.0,N,1
66,Loan,N/A,Auto Loan,0.0,N,1
66,Loan,N/A,Personal Loan,0.0,N,1
67,Deposit,NIDDA,Checking,2114.84,Y,1
67,Deposit,IBB,Savings,77353.5,Y,1
67,Credit,N/A,Credit Card,1928.1,Y,1
67,Loan,N/A,Home Loan,0.0,N,1
67,Loan,N/A,Auto Loan,0.0,N,1
67,Loan,N/A,Personal Loan,0.0,N,1
68,Deposit,NIDDA,Checking,8261.02,Y,1
68,Deposit,IBB,Savings,35182.51,Y,1
68,Credit,N/A,Credit Card,1287.92,Y,1
68,Loan,N/A,Home Loan,81372.6,Y,1
68,Loan,N/A,Auto Loan,0.0,N,1
68,Loan,N/A,Personal Loan,0.0,N,1
69,Deposit,NIDDA,Checking,708.87,Y,1
69,Credit,N/A,Credit Card,2431.6,Y,1
69,Loan,N/A,Home Loan,0.0,N,1
69,Loan,N/A,Auto Loan,0.0,N,1
69,Loan,N/A,Personal Loan,0.0,N,1
70,Deposit,NIDDA,Checking,5027.62,Y,0
70,Credit,N/A,Credit Card,0.0,N,0
70,Loan,N/A,Home Loan,0.0,N,0
70,Loan,N/A,Auto Loan,0.0,N,0
70,Loan,N/A,Personal Loan,0.0,N,0
71,Deposit,NIDDA,Checking,18511.81,Y,1
71,Credit,N/A,Credit Card,2123.03,Y,1
71,Loan,N/A,Home Loan,0.0,N,1
71,Loan,N/A,Auto Loan,0.0,N,1
71,Loan,N/A,Personal Loan,0.0,N,1
72,Deposit,NIDDA,Checking,3164.45,Y,1
72,Deposit,IBB,Savings,22139.09,Y,1
72,Credit,N/A,Credit Card,4069.45,Y,1
72,Loan,N/A,Home Loan,0.0,N,1
72,Loan,N/A,Auto Loan,0.0,N,1
72,Loan,N/A,Personal Loan,0.0,N,1
73,Deposit,NIDDA,Checking,1516.58,Y,1
73,Credit,N/A,Credit Card,1844.92,Y,1
73,Loan,N/A,Home Loan,0.0,N,1
73,Loan,N/A,Auto Loan,0.0,N,1
73,Loan,N/A,Personal Loan,434.06,Y,1
74,Deposit,NIDDA,Checking,7706.65,Y,0
74,Credit,N/A,Credit Card,0.0,N,0
74,Loan,N/A,Home Loan,0.0,N,0
74,Loan,N/A,Auto Loan,2764.96,Y,0
74,Loan,N/A,Personal Loan,0.0,N,0
75,Deposit,NIDDA,Checking,9512.2,Y,1
75,Credit,N/A,Credit Card,3799.37,Y,1
75,Loan,N/A,Home Loan,0.0,N,1
75,Loan,N/A,Auto Loan,0.0,N,1
75,Loan,N/A,Personal Loan,0.0,N,1
76,Deposit,IBB,Money Market,55786.53,Y,1
76,Deposit,NIDDA,Checking,5270.96,Y,1
76,Credit,N/A,Credit Card,796.07,Y,1
76,Loan,N/A,Home Loan,0.0,N,1
76,Loan,N/A,Auto Loan,0.0,N,1
76,Loan,N/A,Personal Loan,0.0,N,1
77,Deposit,NIDDA,Checking,17332.21,Y,0
77,Credit,N/A,Credit Card,0.0,N,0
77,Loan,N/A,Home Loan,0.0,N,0
77,Loan,N/A,Auto Loan,0.0,N,0
77,Loan,N/A,Personal Loan,0.0,N,0
78,Deposit,IBB,Money Market,56824.73,Y,1
78,Deposit,NIDDA,Checking,5231.25,Y,1
78,Deposit,IBB,Savings,134835.86,Y,1
78,Credit,N/A,Credit Card,5517.98,Y,1
78,Loan,N/A,Home Loan,0.0,N,1
78,Loan,N/A,Auto Loan,0.0,N,1
78,Loan,N/A,Personal Loan,0.0,N,1
79,Deposit,IBB,CD Long Term,57965.35,Y,0
79,Deposit,NIDDA,Checking,7735.45,Y,0
79,Credit,N/A,Credit Card,0.0,N,0
79,Loan,N/A,Home Loan,0.0,N,0
79,Loan,N/A,Auto Loan,0.0,N,0
79,Loan,N/A,Personal Loan,0.0,N,0
80,Deposit,NIDDA,Checking,21994.7,Y,0
80,Deposit,IBB,Savings,21604.43,Y,0
80,Credit,N/A,Credit Card,0.0,N,0
80,Loan,N/A,Home Loan,0.0,N,0
80,Loan,N/A,Auto Loan,0.0,N,0
80,Loan,N/A,Personal Loan,0.0,N,0
81,Deposit,NIDDA,Checking,929.61,Y,1
81,Credit,N/A,Credit Card,265.97,Y,1
81,Loan,N/A,Home Loan,0.0,N,1
81,Loan,N/A,Auto Loan,0.0,N,1
81,Loan,N/A,Personal Loan,0.0,N,1
82,Deposit,NIDDA,Checking,7616.27,Y,1
82,Credit,N/A,Credit Card,949.86,Y,1
82,Loan,N/A,Home Loan,81372.6,Y,1
82,Loan,N/A,Auto Loan,0.0,N,1
82,Loan,N/A,Personal Loan,0.0,N,1
83,Deposit,NIDDA,Checking,4844.46,Y,1
83,Credit,N/A,Credit Card,4479.94,Y,1
83,Loan,N/A,Home Loan,81372.6,Y,1
83,Loan,N/A,Auto Loan,0.0,N,1
83,Loan,N/A,Personal Loan,0.0,N,1
84,Deposit,NIDDA,Checking,22846.97,Y,1
84,Deposit,IBB,Savings,1562.96,Y,1
84,Credit,N/A,Credit Card,593.73,Y,1
84,Loan,N/A,Home Loan,81372.6,Y,1
84,Loan,N/A,Auto Loan,0.0,N,1
84,Loan,N/A,Personal Loan,0.0,N,1
85,Deposit,NIDDA,Checking,7328.7,Y,1
85,Credit,N/A,Credit Card,4037.55,Y,1
85,Loan,N/A,Home Loan,0.0,N,1
85,Loan,N/A,Auto Loan,0.0,N,1
85,Loan,N/A,Personal Loan,1664.02,Y,1
86,Deposit,NIDDA,Checking,6597.43,Y,1
86,Credit,N/A,Credit Card,2004.43,Y,1
86,Loan,N/A,Home Loan,81372.6,Y,1
86,Loan,N/A,Auto Loan,0.0,N,1
86,Loan,N/A,Personal Loan,1282.92,Y,1
87,Deposit,NIDDA,Checking,2004.53,Y,1
87,Credit,N/A,Credit Card,7195.22,Y,1
87,Loan,N/A,Home Loan,0.0,N,1
87,Loan,N/A,Auto Loan,0.0,N,1
87,Loan,N/A,Personal Loan,0.0,N,1
88,Deposit,NIDDA,Checking,2212.52,Y,0
88,Deposit,IBB,Savings,12180.89,Y,0
88,Credit,N/A,Credit Card,0.0,N,0
88,Loan,N/A,Home Loan,0.0,N,0
88,Loan,N/A,Auto Loan,0.0,N,0
88,Loan,N/A,Personal Loan,0.0,N,0
89,Deposit,NIDDA,Checking,11521.7,Y,1
89,Credit,N/A,Credit Card,3018.94,Y,1
89,Loan,N/A,Home Loan,0.0,N,1
89,Loan,N/A,Auto Loan,0.0,N,1
89,Loan,N/A,Personal Loan,0.0,N,1
90,Deposit,NIDDA,Checking,22558.16,Y,0
90,Deposit,IBB,Savings,1705.69,Y,0
90,Credit,N/A,Credit Card,0.0,N,0
90,Loan,N/A,Home Loan,0.0,N,0
90,Loan,N/A,Auto Loan,0.0,N,0
90,Loan,N/A,Personal Loan,0.0,N,0
91,Deposit,NIDDA,Checking,2183.78,Y,1
91,Credit,N/A,Credit Card,2061.82,Y,1
91,Loan,N/A,Home Loan,0.0,N,1
91,Loan,N/A,Auto Loan,0.0,N,1
91,Loan,N/A,Personal Loan,0.0,N,1
92,Deposit,NIDDA,Checking,10824.42,Y,1
92,Deposit,IBB,Savings,14127.98,Y,1
92,Credit,N/A,Credit Card,787.58,Y,1
92,Loan,N/A,Home Loan,0.0,N,1
92,Loan,N/A,Auto Loan,1759.07,Y,1
92,Loan,N/A,Personal Loan,0.0,N,1
93,Deposit,IBB,CD Short Term,286354.35,Y,0
93,Deposit,NIDDA,Checking,5661.68,Y,0
93,Credit,N/A,Credit Card,0.0,N,0
93,Loan,N/A,Home Loan,0.0,N,0
93,Loan,N/A,Auto Loan,0.0,N,0
93,Loan,N/A,Personal Loan,0.0,N,0
94,Deposit,NIDDA,Checking,4312.42,Y,1
94,Credit,N/A,Credit Card,7581.89,Y,1
94,Loan,N/A,Home Loan,0.0,N,1
94,Loan,N/A,Auto Loan,0.0,N,1
94,Loan,N/A,Personal Loan,0.0,N,1
95,Deposit,NIDDA,Checking,7682.72,Y,0
95,Deposit,IBB,Savings,106999.5,Y,0
95,Credit,N/A,Credit Card,0.0,N,0
95,Loan,N/A,Home Loan,0.0,N,0
95,Loan,N/A,Auto Loan,0.0,N,0
95,Loan,N/A,Personal Loan,0.0,N,0
96,Deposit,IBB,CD Long Term,46787.95,Y,1
96,Deposit,NIDDA,Checking,1475.17,Y,1
96,Deposit,IBB,Savings,58058.05,Y,1
96,Credit,N/A,Credit Card,6354.23,Y,1
96,Loan,N/A,Home Loan,0.0,N,1
96,Loan,N/A,Auto Loan,0.0,N,1
96,Loan,N/A,Personal Loan,0.0,N,1
97,Deposit,IBB,Money Market,5728.66,Y,1
97,Deposit,NIDDA,Checking,3674.26,Y,1
97,Credit,N/A,Credit Card,5219.55,Y,1
97,Loan,N/A,Home Loan,0.0,N,1
97,Loan,N/A,Auto Loan,656.92,Y,1
97,Loan,N/A,Personal Loan,0.0,N,1
98,Deposit,NIDDA,Checking,9700.18,Y,1
98,Deposit,IBB,Savings,1329.89,Y,1
98,Credit,N/A,Credit Card,5509.14,Y,1
98,Loan,N/A,Home Loan,0.0,N,1
98,Loan,N/A,Auto Loan,0.0,N,1
98,Loan,N/A,Personal Loan,1174.85,Y,1
99,Deposit,IBB,CD Long Term,51567.45,Y,1
99,Deposit,IBB,CD Short Term,16066.2,Y,1
99,Deposit,NIDDA,Checking,4662.06,Y,1
99,Deposit,IBB,Savings,22811.47,Y,1
99,Credit,N/A,Credit Card,1381.27,Y,1
99,Loan,N/A,Home Loan,81372.6,Y,1
99,Loan,N/A,Auto Loan,0.0,N,1
